"species","mean_growth_rate","precision_growth_rate","mean_year_precision"
"FORMICA aquilonia",0.437318076755006,0.150060847886683,2886.88058930914
"FORMICA cunicularia",-2.07582927706517,0.9917127068296,1637.98916199397
"FORMICA exsecta",0.647645894422891,0.109006669751742,114073.369988787
"FORMICA fusca",2.18128394259107,0.519551509853273,405.120718284785
"FORMICA lemani",-0.867717320638308,2.28098799758602,5361.66949395346
"FORMICA lugubris",0.903905825025879,0.970002887396065,35052.7079322234
"FORMICA picea",3.53678114084964,0.117294329770585,448324.190223907
"FORMICA pratensis",-1.06797627466956,0.137531234509317,8.52324779442031
"FORMICA rufa",-0.860728344973048,3.05522860465367,5115.35122693802
"FORMICA rufibarbis",1.01131986150063,0.122690227857673,819631.956920313
"FORMICA sanguinea",-0.398839249699923,1.17972396454917,3483.30064663427
"FORMICOXENUS nitidulus",2.51165603037633,0.0616070812197293,18189.3818384151
"Hypoponera punctatissima agg",-0.0596790176211371,0.145069698556315,7.76230841248499
"LASIUS alienus s.l.",-0.120479080975609,0.182807390201094,1044.96941535045
"LASIUS alienus s.s.",-1.05124330350256,0.220754008067511,2986.35909899026
"LASIUS brunneus",4.45883636277776,0.210363181870076,3596.5088333973
"LASIUS emarginatus",0.925797039625373,0.0910437000065029,5.81822862315199
"LASIUS flavus",0.250566380786391,5.31014114910967,420.273984945039
"LASIUS fuliginosus",0.900251380748173,0.82966235423025,608.956795235202
"LASIUS meridionalis",1.46452200390069,0.152620866103451,819.171344820068
"LASIUS mixtus",-2.30439497800902,0.314308366022904,74.8702610858204
"LASIUS neglectus",2.01625539980245,0.0739468563927202,16.4933105798031
"LASIUS niger s.l.",-3.03069042176693,0.647797284248017,386.039278991874
"LASIUS niger s.s.",4.74358679158959,0.381875013166756,2139.44602398052
"LASIUS platythorax",6.54811471605378,0.0899706249774738,3502.20611840422
"LASIUS psammophilus",2.3663533557242,0.176092957205276,694.268374065932
"LASIUS sabularum",0.722967518208229,0.196436829596965,30.924733932417
"LASIUS umbratus",-0.203794556009209,0.887971429570648,38.4649382750242
"LEPTOTHORAX acervorum",0.112120456508986,1.43173339274776,238.652523538315
"LINEPITHEMA humile",-0.390121565178802,0.35924103693309,9.34710406114598
"MONOMORIUM pharaonis",-0.345415203542645,1.24376520971675,17.133522169425
"MYRMECINA graminicola",-1.88572164849326,0.406238550013767,1940.1217804257
"MYRMICA hirsuta",-0.865943924903645,0.167994073571629,10.0770269743069
"MYRMICA karavajevi",4.8990717296366,0.033717341764768,76.6399583260517
"MYRMICA lobicornis",2.57280575625868,0.173192297278115,1887.21550504105
"MYRMICA lonae",0.136272523329188,0.342324055251156,9.70140259173435
"MYRMICA rubra",-0.881429400410454,2.90112391904352,767.561273252909
"MYRMICA ruginodis",0.477080372391706,6.06191551815004,442.410563146304
"MYRMICA sabuleti",1.51996545507401,0.667862576957001,294.100432277991
"MYRMICA scabrinodis",1.18028687823435,1.40697393537052,257.255932790556
"MYRMICA schencki",3.00422973400598,0.078093788552348,2114.49069142796
"MYRMICA specioides",-0.311902101634773,0.348199895838756,6731.28522816251
"MYRMICA sulcinodis",-3.07140321691015,0.204213608845803,7651.18248536973
"MYRMICA vandeli",-1.31506825698022,0.216573168541384,22.9092051314608
"PARATRECHINA longicornis",-0.895721543233336,0.0877403759847527,14.2950331949604
"PONERA coarctata",-0.0872655461949619,0.0925803699021767,827.542516322718
"PONERA testacea",6.8487460367407,0.0225968669165358,79.286200037847
"SOLENOPSIS fugax",0.372376418761036,0.61153052498696,44.6617513375375
"STENAMMA debile",-0.758573517611683,0.341909702359548,1606.23638182085
"STENAMMA westwoodii s.l.",-7.80336385538666,0.103996142724025,1490.83279848181
"STENAMMA westwoodii s.s.",-0.720434645708137,0.403900019631564,13.0586545905978
"STRONGYLOGNATHUS testaceus",-0.13888162232699,0.132694074288265,13.2514312906369
"TAPINOMA erraticum s.l.",2.40851920267208,0.0839269946226236,42879.1389902786
"TEMNOTHORAX albipennis",0.934831425635855,0.108993989264851,11866.3631639445
"TEMNOTHORAX interruptus",-1.1160813315337,0.1425239108836,49116.7232907784
"TEMNOTHORAX nylanderi",1.50985794407765,0.345429874730535,1114.56493079418
"TEMNOTHORAX unifasciatus",5.26063318223344,0.0180516083321639,8.71282855612179
"Tetramorium atratulum",-0.134679002835107,0.124110717465801,17.1939324520082
"TETRAMORIUM bicarinatum",0.590767675820379,0.301963350895882,9.29800009996926
"TETRAMORIUM caespitum",1.23754371901374,0.576888442013676,1144.87404361415
